target_name,s_ra,s_dec,dataset,MJD-OBS,em,coord_block,temp_block,cluster
Y535,14.772640416666666,-72.17653055555559,JWST,60210.92265755046,12800.0,"(147, -722)",8601,0
UNKNOWN,65.47168161932615,27.191711839076525,JWST,60591.176262550056,4005.0,"(654, 271)",8655,0
GD153,194.25941262622123,22.029990793137653,JWST,59936.157806498144,2950.0,"(1942, 220)",8562,0
WDJ111827.20-472156.96,169.6100554191387,-47.36559198986728,JWST,60348.61354191088,10000.0,"(1696, -474)",8621,0
SPT-CLJ0549-6205,87.33318333333334,-62.08710277777777,JWST,60676.31572357986,3221.5000000000005,"(873, -621)",8668,0
HD107146MIRI_BCKG,184.82087166666668,16.51541111111111,JWST,60343.26397805857,21000.0,"(1848, 165)",8620,0
GaiaDR35423545067716723712,139.28552332630463,-45.77047147587906,JWST,60395.695024256944,7500.0,"(1392, -458)",8627,0
MARS,89.24229555360917,25.484009277665336,JWST,60028.43868620013,1671.0,"(892, 254)",8575,0
HD-110058,189.94217484909973,-49.19886544793059,JWST,60450.96033481852,3330.0,"(1899, -492)",8635,0
WISE0855-0714,133.76603464050618,-7.24274818102969,JWST,60051.57677562106,12800.0,"(1337, -73)",8578,0
CWEBTILE-3-1,149.8624570833333,2.353563888888889,JWST,60307.18874264901,2771.5,"(1498, 23)",8615,0
OFFSETPOINTING,266.90727083333337,-24.939166666666665,JWST,60572.77568948328,1990.5,"(2669, -250)",8653,0
UNKNOWN,56.37555525658495,31.801888588694943,JWST,60351.99184230446,2355.0,"(563, 318)",8621,0
NRCB3-FP5MIMF,94.89123916666668,-65.0924527777778,JWST,59656.88216469722,2121.5,"(948, -651)",8522,0
HOPS-91-MIRI,83.82885416666666,-5.014197222222208,JWST,60749.028411223146,7700.0,"(838, -51)",8678,0
SPT-CLJ0044-4037,11.128366666666668,-40.62722777777776,JWST,60541.91778765393,1671.0,"(111, -407)",8648,0
NGC-1266-MRS,49.003225,-2.427174999999977,JWST,60674.15332899791,11300.0,"(490, -25)",8667,0
DIGELC1-B,31.285926250000003,63.081694444444445,JWST,59954.71040227176,7700.0,"(312, 630)",8564,0
2004PB108,9.848542517846733,-10.050396448707604,JWST,60646.13356432917,1147.5,"(98, -101)",8663,0
SDSSJ1008+6028,152.22902874999997,60.482977777777776,JWST,60396.28707492245,1147.5,"(1522, 604)",8628,0
J2145+6345,326.2712916666667,63.76144722222222,JWST,60157.765308023154,5600.0,"(3262, 637)",8593,0
2006RJ103,57.20319423733376,12.382096809270688,JWST,60189.32900323912,2950.0,"(572, 123)",8598,0
2021AEFX,64.9725,-54.94808055555552,JWST,59964.19927878819,7700.0,"(649, -550)",8566,0
HD206893,326.34190100439275,-12.78335380300238,JWST,60114.62339344537,11400.0,"(3263, -128)",8587,0
SN2023fyq-imaging,186.44108333333327,12.663522222222223,JWST,60474.93077480626,18000.0,"(1864, 126)",8639,0
UNKNOWN,352.0370628752377,14.859606119005214,JWST,60630.79906190828,2950.0,"(3520, 148)",8661,0
SER-EMB-7-BKG,277.23634666666663,0.5068388888888888,JWST,60071.61510178287,5600.0,"(2772, 5)",8581,0
J0803+2612,120.99054166666669,39.13976111111111,JWST,60254.819853661575,5600.0,"(1209, 391)",8607,0
V-WX-CHA.BG,167.52058333333332,-77.61936111111112,JWST,60163.36389885255,12800.0,"(1675, -777)",8594,0
NGC6720-MRS-POSITION-2,283.3885125,33.03052777777778,JWST,59764.59134759652,7700.0,"(2833, 330)",8537,0
2MASS-17283094-2318261,262.1289520595768,-23.30733691465637,JWST,59841.87287327547,2121.5,"(2621, -234)",8548,0
POINTINGONE-A,53.175945,-27.800711111111127,JWST,60216.47254419948,900.0,"(531, -279)",8602,0
XMM-VID1-2075,34.38691708333333,-5.48260833333336,JWST,60308.106086985244,3560.0,"(343, -55)",8615,0
2MASS-03452754+2840073,56.36489398551948,28.66839321403251,JWST,59839.84106506945,2121.5,"(563, 286)",8548,0
2MASS-17593520+6558211,269.8966741666667,65.97254166666667,JWST,59650.2176597338,2121.5,"(2698, 659)",8521,0
UNKNOWN,150.1030278509131,2.444148410918866,JWST,60086.715129780096,2950.0,"(1501, 24)",8583,0
VEGA,279.2364266145171,38.78556769656323,JWST,60174.98194632477,25500.0,"(2792, 387)",8596,0
2012HZ84,298.22312397438986,-17.466184132379304,JWST,60417.01527832691,1147.5,"(2982, -175)",8631,0
V-AP-COL,91.2174849650398,-34.55775472151615,JWST,59909.9784584338,3357.5,"(912, -346)",8558,0
CPD-59-5831,227.4933617935801,-59.97955168137196,JWST,60051.9956432456,11300.0,"(2274, -600)",8578,0
2MASS-12155447-7736333,183.97678113434887,-77.60931091914277,JWST,59815.80345784723,2121.5,"(1839, -777)",8545,0
LAWD-25,115.09464503052708,-17.41730423747115,JWST,60386.557469539584,21000.0,"(1150, -175)",8626,0
UNKNOWN,49.78498920599843,42.424285852267246,JWST,60338.3303875,3985.0,"(497, 424)",8619,0
RXJ2129,322.4164166666667,0.0885555555555555,JWST,59858.41240720342,1147.5,"(3224, 0)",8551,0
ECHOW1-NIRCAM,349.0115833333333,58.34927222222223,JWST,60599.17306572066,1671.0,"(3490, 583)",8657,0
UNKNOWN,130.64869032758602,3.439070933801009,JWST,60407.981062907405,1499.5,"(1306, 34)",8629,0
XDF-OFFCENTER,53.145,-27.80905555555557,JWST,59923.99575274097,5600.0,"(531, -279)",8560,0
ACT-CL_J0248.2+0238,42.05404166666666,2.640980555555556,JWST,60564.75412966783,1671.0,"(420, 26)",8652,0
IC-5332,353.61735833333336,-36.09831388888887,JWST,59766.87660040903,7700.0,"(3536, -361)",8538,0
CWEBTILE-3-0,149.82829291666664,2.365986111111112,JWST,60307.13819084346,2771.5,"(1498, 23)",8615,0
OFF-FIELD-MIRI,85.46666666666667,-69.63666666666666,JWST,60553.004877910185,7700.0,"(854, -697)",8650,0
2006QE181,23.456531296576696,7.577252456726588,JWST,60328.31599000724,2950.0,"(234, 75)",8618,0
J0616-6407,94.18901202109716,-64.12235097594979,JWST,60542.18901359375,2950.0,"(941, -642)",8648,0
NGC0598MIRI-BRIGHT2,23.374210833333336,30.530502777777777,JWST,60165.57887226806,10000.0,"(233, 305)",8595,0
WDJ064722.15+023108.91,101.8395190228472,2.5193094896608788,JWST,60394.87559798148,10000.0,"(1018, 25)",8627,0
2010DF1,299.167844462805,-32.017599114037544,JWST,59830.30843059548,1671.0,"(2991, -321)",8547,0
ACT-CL-J0437.1+0043,69.28972541666668,0.7310972222222222,JWST,60699.74610728299,900.0,"(692, 7)",8671,0
ERIS,26.88855737944895,-1.0018358771190614,JWST,59821.31446813258,2850.0,"(268, -11)",8545,0
NGC-3324,159.2128828345544,-58.62004597217635,JWST,59733.48852914028,1873.5,"(1592, -587)",8533,0
-GAM-MUS,188.11553641973,-72.13302716427751,JWST,59769.05712164352,2800.0,"(1881, -722)",8538,0
UNKNOWN,253.6692192307601,62.96358608216749,JWST,60333.63572508449,1990.5,"(2536, 629)",8619,0
SN2025CY,200.30603291666665,-43.68365555555556,JWST,60702.07778873148,7500.0,"(2003, -437)",8671,0
UNKNOWN,80.25032178141659,-49.71227907192737,JWST,60347.322910741495,4800.0,"(802, -498)",8621,0
2002UX25,48.75860177574043,9.020145336132734,JWST,59966.26910744589,2950.0,"(487, 90)",8566,0
Clean_North_CVZ_IMA_back,260.74108333333334,65.77030555555555,JWST,60651.766081187496,18000.0,"(2607, 657)",8664,0
UNKNOWN,144.3312659340006,61.421679204571326,JWST,59990.2939703588,2950.0,"(1443, 614)",8570,0
TWA7-BACKGROUND,160.6625,-33.7166666666667,JWST,60482.37910660231,11400.0,"(1606, -338)",8640,0
IRAS-17555-2235-BACKGROUND,269.151625,-21.97630555555554,JWST,60187.874656413886,11400.0,"(2691, -220)",8598,0
TW-HYA.BG,165.4754166666667,-34.69902777777776,JWST,59968.11283495209,12800.0,"(1654, -347)",8566,0
REBELS-25,150.13466666666667,1.7420277777777775,JWST,60270.41436920891,2950.0,"(1501, 17)",8610,0
SN2023fyq-spec-background,186.42000041666665,12.640080555555556,JWST,60467.26301017037,5600.0,"(1864, 126)",8638,0
UNKNOWN,51.892903162643854,-13.333140410751849,JWST,60583.65163059028,2355.0,"(518, -134)",8654,0
W-1,72.22709583333332,-69.16323333333332,JWST,59897.78779295093,11300.0,"(722, -692)",8556,0
CWEBTILE-5-5,149.93312083333333,2.1227,JWST,60043.22851436198,1147.5,"(1499, 21)",8577,0
CS510979,150.47320833333333,1.904111111111111,JWST,60414.34483153402,7500.0,"(1504, 19)",8630,0
UNKNOWN,68.90009751191147,24.411335040556185,JWST,60215.03954384693,1990.5,"(689, 244)",8602,0
J1342+0928,205.53375,9.477388888888887,JWST,59991.92149670834,2503.5,"(2055, 94)",8570,0
J1241+2219-D,190.375325,22.32782222222222,JWST,60115.87811479114,3985.0,"(1903, 223)",8587,0
XMM-VID3-2457,36.7335,-4.536566666666658,JWST,60519.69505872778,3330.0,"(367, -46)",8645,0
ASTROMETRIC-FIELD,80.48541666666667,-69.49836111111108,JWST,59936.2344276504,1950.0,"(804, -695)",8562,0
Y544,14.800945833333332,-72.1662527777778,JWST,60210.953909921525,12800.0,"(148, -722)",8601,0
EC53-epoch2,277.4633670833333,1.2777555555555555,JWST,60440.02202714027,5600.0,"(2774, 12)",8634,0
HH212-POS2,85.96861375,-1.056161111111123,JWST,60254.07821479427,4433.0,"(859, -11)",8607,0
BR1202-0725,181.34607791666667,-7.708694444444461,JWST,60456.75820281597,7700.0,"(1813, -78)",8636,0
UNKNOWN,299.1332393923936,11.082334339523094,JWST,60233.129008564814,3985.0,"(2991, 110)",8604,0
MIRI-PT-5,53.03869458333333,-27.863172222222204,JWST,59905.67965929629,7700.0,"(530, -279)",8557,0
WISE-1639-68,249.9259525259696,-68.80545478669258,JWST,60123.907906375,4819.5,"(2499, -689)",8589,0
J045853.89+643452.9,74.72636093220083,64.58228015278718,JWST,59898.94088437482,2850.0,"(747, 645)",8556,0
-BET-DOR-SKY-15ARCSEC-SOUTH,83.40632208333334,-62.49399166666666,JWST,59747.18579198357,25500.0,"(834, -625)",8535,0
M51-NE-AURORAL-MIRI,202.50584166666667,47.21426666666667,JWST,60460.90146822454,12800.0,"(2025, 472)",8637,0
UNKNOWN,294.1970574224115,7.790353051151466,JWST,60079.75767700232,3985.0,"(2941, 77)",8582,0
UCAC4-398-010797,88.67888664515317,-10.590289158413508,JWST,60386.27936500254,21000.0,"(886, -106)",8626,0
GJ-4102,290.24320834123745,-82.56223767533973,JWST,59822.84030599329,4005.0,"(2902, -826)",8546,0
EPS-MUS-BACKGROUND,184.23541666666668,-68.19583333333333,JWST,60151.40418154908,15500.0,"(1842, -682)",8593,0
FLYING-SAUCER,247.0571164881305,-24.527963408822504,JWST,60409.7334706761,2992.0,"(2470, -246)",8629,0
LEO-P,155.4378020833333,18.08927222222222,JWST,60452.4484891956,5600.0,"(1554, 180)",8636,0
UNKNOWN,68.38263472896048,24.120775276928303,JWST,60364.686625601855,3985.0,"(683, 241)",8623,0
NIS-FP1MIMF,89.49226583333333,-67.52344444444446,JWST,59686.86391974879,1600.0,"(894, -676)",8526,0
2MASS-10590676-6906018,164.77803752972713,-69.10051859866917,JWST,60533.41763945602,2121.5,"(1647, -692)",8647,0
TRAPPIST-1B,346.6283094632213,-5.044444710942809,JWST,59903.321065242126,15000.0,"(3466, -51)",8557,0
2MASS-06571552-7342325,104.3145856075997,-73.70912294571527,JWST,59761.54553018519,2121.5,"(1043, -738)",8537,0
UNKNOWN,67.32472604417416,64.54274200809395,JWST,60696.26090114832,2950.0,"(673, 645)",8670,0
NGC-891,35.6371125,42.34831944444445,JWST,60664.31845799173,3357.5,"(356, 423)",8666,0
2MASS-10393723-1259391,159.90488073237782,-12.994186039043454,JWST,60421.00508386575,2121.5,"(1599, -130)",8631,0
2MASS-16375700-4708194,249.4875269232604,-47.13872340226081,JWST,60519.59839805556,2121.5,"(2494, -472)",8645,0
UNKNOWN,10.048880445521858,41.63446714792428,JWST,60638.1865407176,2355.0,"(100, 416)",8662,0
ECLIPTIC-RA160,240.0975775,-11.64960000000002,JWST,60526.82916047425,4250.0,"(2400, -117)",8646,0
WD1202-232,181.3614342332148,-23.55191823011277,JWST,59984.7219964588,5600.0,"(1813, -236)",8569,0
N5468,211.6453775,-5.4529777777777895,JWST,60139.55609790451,900.0,"(2116, -55)",8591,0
CWEBTILE-5-17,150.34295666666668,1.973625,JWST,60045.07712852865,1147.5,"(1503, 19)",8577,0
UNKNOWN,150.0787226900657,2.0927577413004155,JWST,60282.00499193165,1147.5,"(1500, 20)",8611,0
IRAS-15398-3359-BKG,235.78307916666665,-34.15031666666664,JWST,59780.460152019215,5600.0,"(2357, -342)",8540,0
2MASS-J16070384-3911113,241.76601416666668,-39.18647777777778,JWST,60405.87997451516,2992.0,"(2417, -392)",8629,0
UNKNOWN,266.4888685503524,-28.8547581001242,JWST,60408.23383432992,2355.0,"(2664, -289)",8629,0
UNKNOWN,7.975258499894548,-43.82852214301516,JWST,60278.19587502697,2950.0,"(79, -439)",8611,0
HOPS370-SPECTROSCOPY,83.86514166666667,-5.159561111111088,JWST,60018.53248391205,15000.0,"(838, -52)",8574,0
UNKNOWN,82.98175201895734,82.71288780628015,JWST,60607.0756851842,2800.0,"(829, 827)",8658,0
SIONARQ,332.5921663427018,-13.630087256143916,JWST,60270.1472434772,2950.0,"(3325, -137)",8610,0
GaiaDR35573532025833121408,95.42432989553473,-40.27428752627694,JWST,60348.771279384266,7500.0,"(954, -403)",8621,0
MRGM2129,322.3431291666667,-7.691991666666695,JWST,60586.74262729196,1990.5,"(3223, -77)",8655,0
UNKNOWN,17.369259629081345,28.173700552955257,JWST,60519.975102663135,4005.0,"(173, 281)",8645,0
HD-149201,248.5514385214184,-25.00140701550055,JWST,60156.97633041667,2800.0,"(2485, -251)",8593,0
DC-494763,150.02127083333335,2.0533805555555555,JWST,60449.992820782296,3330.0,"(1500, 20)",8635,0
UNKNOWN,71.8475221345622,17.346202781401608,JWST,60584.4379593452,2355.0,"(718, 173)",8654,0
POINTINGONE-B,53.17713041666666,-27.801652777777804,JWST,59851.46595018327,3357.5,"(531, -279)",8550,0
GAL-CENTER-Tile-3,266.4328179166667,-29.009861111111093,JWST,60541.04576257176,5600.0,"(2664, -291)",8648,0
2002AW197,152.8975346009609,-5.564141542114784,JWST,59909.49624702407,2950.0,"(1528, -56)",8558,0
WDJ070852.28-670631.43,107.2139624156316,-67.1093602065504,JWST,60373.64302913311,10000.0,"(1072, -672)",8624,0
NIS-FP3MIMF,88.91619583333333,-66.66318611111114,JWST,59657.18832033906,1600.0,"(889, -667)",8522,0
EGGR-250,138.9713628193866,53.415732710026994,JWST,60411.55156032083,21000.0,"(1389, 534)",8630,0
NAME-LMC,80.89418024349763,-69.75611054786535,JWST,60439.61300442269,10000.0,"(808, -698)",8634,0
2M07312822+4505363,112.86763389154812,45.0934089747986,JWST,60004.963619835646,4082.5,"(1128, 450)",8572,0
UNKNOWN,90.12587015952478,-20.199262754820698,JWST,60323.98680664352,3985.0,"(901, -202)",8617,0
UNKNOWN,133.7311591534022,-7.062561806434846,JWST,60051.70899920225,2950.0,"(1337, -71)",8578,0
MDS.MIRI-DEEP-SURVEY-ALMA-10,53.16694291666666,-27.79882777777777,JWST,60648.68810033912,7500.0,"(531, -278)",8664,0
CWEBTILE-4-10,150.1369016666667,2.1511722222222223,JWST,60049.3998418967,2771.5,"(1501, 21)",8578,0
81P-BACKGROUND,262.1330588163929,-19.197834607800367,JWST,60023.976699834486,11300.0,"(2621, -192)",8574,0
UNKNOWN,242.5273287588685,43.84645570795271,JWST,60448.813206875,4005.0,"(2425, 438)",8635,0
ECLIPTIC-RA00,9.344387500000002,1.430702777777778,JWST,60498.60566881945,4005.0,"(93, 14)",8642,0
94328-M,152.74191291666665,-4.717819444444444,JWST,60055.91541219722,7500.0,"(1527, -48)",8579,0
W1534-1043,233.6190941476233,-10.726954014179556,JWST,60509.11526932291,4005.0,"(2336, -108)",8644,0
2MASS-10585904+3026298,164.74597616247823,30.441581156715888,JWST,60058.8599030515,1417.0,"(1647, 304)",8579,0
NGC-5775,223.49022083333327,3.5444722222222222,JWST,60733.34904440856,1845.0,"(2234, 35)",8676,0
IR09111,138.40187958333334,-10.325036111111103,JWST,60413.74978505561,3560.0,"(1384, -104)",8630,0
EDJ2009-183,52.24722916666667,31.263444444444445,JWST,59953.94805191088,15000.0,"(522, 312)",8564,0
SN-1987A-NIRSPEC,83.86661458333333,-69.2697527777778,JWST,60360.086603470256,2850.0,"(838, -693)",8622,0
2022XKQ,76.34879583333333,-11.882236111111126,JWST,59994.09595787963,7700.0,"(763, -119)",8570,0
UNKNOWN,28.310110575642483,-28.975304924637346,JWST,60548.65394673732,2355.0,"(283, -290)",8649,0
2MASS-12583195+1223422,194.63315077205704,12.395103974201232,JWST,60473.718168692125,2121.5,"(1946, 123)",8639,0
2MASS-16425480+2302510,250.7283721364916,23.047423536415405,JWST,60156.03425596065,2121.5,"(2507, 230)",8593,0
UNKNOWN,0.0,0.0,JWST,59818.31539874953,5600.0,"(0, 0)",8545,0
UNKNOWN,128.70331373003037,1.8154377478004475,JWST,59896.99672654022,2950.0,"(1287, 18)",8556,0
L1448IRS1,51.28929583333333,30.772575,JWST,59953.77277726968,15000.0,"(512, 307)",8564,0
UNKNOWN,56.4595495347309,-47.45482375153392,JWST,60221.4467753588,2950.0,"(564, -475)",8603,0
UNKNOWN,204.34564633459013,-29.722368879131707,JWST,60008.99070190197,2950.0,"(2043, -298)",8572,0
NGC-4388,186.4450833333333,12.662069444444445,JWST,60122.70248122986,5600.0,"(1864, 126)",8588,0
2MASS-17243384-2226480,261.14100942013283,-22.446713346366067,JWST,60553.4975041088,2121.5,"(2611, -225)",8650,0
G34A,283.32924625,1.450022222222222,JWST,60176.571089510646,7700.0,"(2833, 14)",8596,0
NRCA3-FP2MIMF,93.469305,-64.94657777777775,JWST,59686.44403087777,2121.5,"(934, -650)",8526,0
SXDS_10017,34.756249999999994,-5.308038888888916,JWST,60289.5278701739,3560.0,"(347, -54)",8612,0
LHS3250,253.49723288107324,62.89958988925328,JWST,60344.00252083333,2950.0,"(2534, 628)",8620,0
824ANASTASIA,149.08278045416031,10.54687484577242,JWST,59910.98330421296,3330.0,"(1490, 105)",8558,0
IR09111,138.40187958333334,-10.325036111111103,JWST,60445.157594317134,15000.0,"(1384, -104)",8635,0
WD1150,178.31332787336316,-15.610530239593391,JWST,60483.45800476389,21000.0,"(1783, -157)",8640,0
BACKGROUND-HD28343,67.23079166666666,21.897916666666667,JWST,60712.78019704491,15500.0,"(672, 218)",8673,0
UNKNOWN,271.5105286619672,-31.5765644818069,JWST,60571.695569393,1315.0,"(2715, -316)",8653,0
NGC-7319-BG,339.03214833333334,33.994547222222224,JWST,59750.47263932199,7700.0,"(3390, 339)",8535,0
UNKNOWN,65.87397009456437,25.26045651270333,JWST,59848.13735999999,2950.0,"(658, 252)",8549,0
GaiaDR33105360521513256832,101.02199606799158,-3.8686103265490455,JWST,60386.45120314584,7500.0,"(1010, -39)",8626,0
2001XR254,132.14862334942472,16.817398844519808,JWST,60635.260671577606,2950.0,"(1321, 168)",8662,0
SEXTANS-A,152.77666666666667,-4.70490555555557,JWST,60047.76730719237,11300.0,"(1527, -48)",8578,0
RM312,212.42675,52.588,JWST,60012.36207813543,900.0,"(2124, 525)",8573,0
2MASS-11273856+0358359,171.91009196606703,3.976719877653619,JWST,59924.25229773149,2121.5,"(1719, 39)",8560,0
LID1166,149.610925,1.7455916666666669,JWST,60041.739017181775,3985.0,"(1496, 17)",8577,0
WDJ081630.14-464113.24,124.12937730518796,-46.68559976475799,JWST,60381.04678843288,10000.0,"(1241, -467)",8625,0
J1418+2102-BKG,214.727875,21.04713888888889,JWST,60483.22613543403,18000.0,"(2147, 210)",8640,0
HD-19467,46.827336985724585,-13.763498187042089,JWST,60197.774765453934,2503.5,"(468, -138)",8599,0
GNIRS11,189.08861916666663,62.28568055555555,JWST,60370.58602666922,7500.0,"(1890, 622)",8624,0
SPT0418-47-IFU,64.66532916666667,-47.86463333333336,JWST,59859.0725805449,3985.0,"(646, -479)",8551,0
NGC-1512,60.976170833333335,-43.34885000000003,JWST,60605.99436466782,1873.5,"(609, -434)",8657,0
J11071622-7723068,166.81761583333332,-77.38523055555555,JWST,60732.69302772077,3985.0,"(1668, -774)",8676,0
J1341+0141,205.39249625,1.6993305555555556,JWST,60484.120599489295,1990.5,"(2053, 16)",8640,0
HD-95086,164.26185462960171,-68.66725043805674,JWST,60019.270221007406,10650.0,"(1642, -687)",8574,0
UNKNOWN,34.59874678864358,-5.3135006734614,JWST,60148.23313877193,1147.5,"(345, -54)",8592,0
2MASS-03313052-2739514,52.87719268366352,-27.664321742755902,JWST,59817.74590326389,2121.5,"(528, -277)",8545,0
UNKNOWN,150.6697452712011,1.820394096737744,JWST,59907.20223561343,1270.0,"(1506, 18)",8558,0
2MASS-17505832+6914281,267.7428526818867,69.24115095575564,JWST,59971.74636871528,2121.5,"(2677, 692)",8567,0
UNKNOWN,246.9236608048894,-24.262379661048247,JWST,60401.22420525463,2355.0,"(2469, -243)",8628,0
PSR-J0146+6145,26.592541666666666,61.75105555555555,JWST,59842.99144552292,7500.0,"(265, 617)",8548,0
3C-305,222.33996916666663,63.27050277777778,JWST,60479.55966707216,1845.0,"(2223, 632)",8639,0
UNKNOWN,259.3193046321673,-62.93447876944472,JWST,60547.8777267849,3985.0,"(2593, -630)",8649,0
PSZ2G116.50-44.47,8.04555,18.130575,JWST,60649.49689560532,3221.5000000000005,"(80, 181)",8664,0
UNKNOWN,34.297738849738735,-5.454411688724038,JWST,60308.09796496869,1950.0,"(342, -55)",8615,0
NGC-2525,121.40851727757278,-11.427074042766131,JWST,60423.47424335271,800.0,"(1214, -115)",8631,0
J1805292,271.37195506488865,64.46454921019692,JWST,60440.23867372685,2950.0,"(2713, 644)",8634,0
ABELL2744,3.596111666666667,-30.39488611111113,JWST,59919.395184157984,1147.5,"(35, -304)",8559,0
PSF-J0313-1806,48.44101430312607,-18.036152961852395,JWST,59927.84546194352,5600.0,"(484, -181)",8561,0
LD2ATLAS,38.33743617737495,8.431943980154553,JWST,59819.41747757702,2950.0,"(383, 84)",8545,0
2MASSJ16142029-1906481,243.58451475694645,-19.113415976929755,JWST,60508.23984227917,11300.0,"(2435, -192)",8644,0
G-107-70,112.6948639518624,48.165569662056974,JWST,60388.91489497361,21000.0,"(1126, 481)",8626,0
NIRCAM-7,215.10719,52.95340555555556,JWST,60122.45868993501,900.0,"(2151, 529)",8588,0
PSYCHE-OFFSET,234.8931137153226,-15.844769135381783,JWST,60024.08251709329,12800.0,"(2348, -159)",8574,0
UNKNOWN,9.795896185323768,48.37583838143733,JWST,60636.571163730616,1315.0,"(97, 483)",8662,0
BD+60-1753,261.217872319705,60.4307835806149,JWST,59800.02336773449,7500.0,"(2612, 604)",8542,0
SQ-MRS-COS-P1-SHOCK-CENTER,338.999205,33.97286666666667,JWST,60254.98791247546,5600.0,"(3389, 339)",8607,0
V-CY-TAU,64.39060088371403,28.346170787696256,JWST,59995.71740724954,12800.0,"(643, 283)",8570,0
UNKNOWN,24.144680935882864,15.973279283575524,JWST,60145.70930609954,1270.0,"(241, 159)",8592,0
CWEBTILE-5-11,150.1380616666667,2.048161111111111,JWST,60044.444460947634,2771.5,"(1501, 20)",8577,0
UNKNOWN,190.67530671518176,2.7632203055356066,JWST,60445.459953692414,1550.0,"(1906, 27)",8635,0
BD+30-2990,261.85314601677584,30.10603660054616,JWST,59739.09818523472,16250.0,"(2618, 301)",8534,0
UNKNOWN,71.84329852393996,17.067512295513378,JWST,60584.474040706016,2950.0,"(718, 170)",8654,0
NGC4258-OUTER-DISK,184.84678791666667,47.18434722222222,JWST,60102.136317550176,1150.0,"(1848, 471)",8586,0
HD163466-BKG,268.3556963863351,60.41331438397954,JWST,60033.13867489352,7700.0,"(2683, 604)",8576,0
UNKNOWN,52.92334994364391,-7.8850034761417245,JWST,60303.72802083715,1270.0,"(529, -79)",8614,0
TWA-10,188.7671113700323,-41.61092334074573,JWST,60344.20459625602,3357.5,"(1887, -417)",8620,0
J1805292,271.3719549896694,64.46454940604418,JWST,60464.63093253912,701.0,"(2713, 644)",8637,0
ASTROMETRIC-FIELD,80.48541666666667,-69.49836111111108,JWST,60509.62612714114,1950.0,"(804, -695)",8644,0
UNKNOWN,239.95788234751905,-41.794595304136095,JWST,60515.23273283467,2800.0,"(2399, -418)",8645,0
WAOPH6,252.19007563878407,-14.276783211912498,JWST,60516.78070596296,1990.5,"(2521, -143)",8645,0
TOI-3757,91.00360402039956,55.01987377360428,JWST,60389.11319074745,2950.0,"(910, 550)",8627,0
M-4-shift,245.90830322187884,-26.501429884334435,JWST,60044.09720792106,1500.0,"(2459, -266)",8577,0
FGS1-FP5MIMF,89.78660583333334,-66.5789111111111,JWST,59686.71972988865,2800.0,"(897, -666)",8526,0
GNZ11,189.1060833333333,62.24205555555556,JWST,60381.717245871296,5600.0,"(1891, 622)",8625,0
HD37962-BKG,85.4660741379713,-31.37012720371185,JWST,60022.46791461574,7700.0,"(854, -314)",8574,0
COSMOS-2-TILE-7,150.04439458333334,2.219875,JWST,60276.05611247801,900.0,"(1500, 22)",8610,0
2085HENAN,18.305569255778188,3.492002260777458,JWST,59954.46705984954,3330.0,"(183, 34)",8564,0
NGC-2070,84.69791749999999,-69.09492222222224,JWST,59740.62360448843,7700.0,"(846, -691)",8534,0
M31-LRN-2015,10.533291666666663,40.91697222222222,JWST,60691.1018811713,5600.0,"(105, 409)",8670,0
UNKNOWN,262.7350644951773,86.8584189735542,JWST,60035.11676120752,2950.0,"(2627, 868)",8576,0
DC-536534,149.9718320833333,2.118186111111111,JWST,60427.032689144566,3330.0,"(1499, 21)",8632,0
LAWD-66-SOURCE,257.86342125000004,-14.800163888888903,JWST,60158.60078211568,3221.5000000000005,"(2578, -149)",8594,0
SPT-CLJ0449-4901,72.26685416666666,-49.02760555555557,JWST,60550.830910987264,1671.0,"(722, -491)",8650,0
NGC4449-MIRI-BKG,187.02204166666667,44.15672222222222,JWST,60080.996023381245,5600.0,"(1870, 441)",8582,0
UNKNOWN,253.09010439485928,17.79758771414288,JWST,60015.00616401522,1150.0,"(2530, 177)",8573,0
M31_PN2538-new,9.12,39.59066666666667,JWST,60562.6738421794,1147.5,"(91, 395)",8651,0
WISE_J040937,62.40697916666667,-18.632697222222248,JWST,60589.74066871759,7700.0,"(624, -187)",8655,0
GNIRS57,189.16972583333333,62.1697,JWST,60370.86358509352,7500.0,"(1891, 621)",8624,0
M-82-MRS-WEST,148.95793583333332,69.67846666666667,JWST,60309.92849029977,5600.0,"(1489, 696)",8615,0
2MASS-19590854+7313564,299.7855987577301,73.2323460437179,JWST,60729.39273553241,2121.5,"(2997, 732)",8675,0
FLSIRS509,258.59199458333336,59.47068055555556,JWST,60350.06056871737,7500.0,"(2585, 594)",8621,0
UNKNOWN,34.3332581339902,-5.082254759603511,JWST,60649.94301406238,2355.0,"(343, -51)",8664,0
824ANASTASIA,150.63271537388607,10.691454537232348,JWST,59942.02859656898,10000.0,"(1506, 106)",8563,0
LMC-MIRI-B-IMG,80.54670288654562,-69.4532141364751,JWST,60203.60949530278,11300.0,"(805, -695)",8600,0
C26202,53.137025736484425,-27.86343667043363,JWST,60329.0900875463,1950.0,"(531, -279)",8618,0
CWEBTILE-1-10,150.23590083333335,2.422936111111111,JWST,60417.63880761429,1147.5,"(1502, 24)",8631,0
NGC-1514-SHELL2-NW,62.307579583333336,30.781127777777776,JWST,60214.58720792407,7700.0,"(623, 307)",8602,0
